1055,DISCOVERING  MY SELF,ANDRE BRUYLANTS,,NEWDELHI,1,YES,8,334,,2009,1,,REFERENCE,80,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,1,,PURCHASE,,          ,0,,,,1,
1056,DISCOVERING  MY SELF,ANDRE BRUYLANTS,,NEWDELHI,1,YES,8,334,,2009,1,,REFERENCE,79,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,1,,PURCHASE,,          ,0,,,,1,
1057,DISCOVERING  MY SELF,ANDRE BRUYLANTS,,NEWDELHI,1,YES,8,334,,2009,1,,BOOK,79,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,1,,PURCHASE,,          ,0,,,,1,
1058,DISCOVERING  MY SELF,ANDRE BRUYLANTS,,NEWDELHI,1,YES,8,334,,2009,1,,BOOK,75,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,1,,PURCHASE,,          ,0,,,,1,
1059,GENERAL SCIENCE 6,ANDRE BRUYLANTS,,HYDERABAD,90,YES,8,332,,2009,1,,BOOK,150,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,1,,PURCHASE,,          ,0,,,,1,
106,MY STUDIO CLASS 3 MATH,CHRYSALIS,,,11,YES,2,331,,2010,1,,BOOK,150,0,RUPEES,,2017-06-19 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,12,,PURCHASE,,          ,0,,,,1,
1060,GENERAL SCIENCE VI,ANDRE BRUYLANTS,,HYDERABAD,90,YES,8,332,,2009,1,,BOOK,44,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1061,NAVNEET GENERAL SCIENCE-2,RENUKA KAUL,,HYDERABAD,90,YES,2,388,,0,1,,BOOK,110,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1062,GENERAL SCIENCE 3,RENUKA KAUL,,HYDERABAD,90,YES,8,388,,0,1,,BOOK,120,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1063,GENERAL SCIENCE 4,RENUKA KAUL,,HYDERABAD,90,YES,8,388,,0,1,,BOOK,120,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
